samples,MAG,relative_abun,treatment,day,sample,fraction,MAG_taxa_combined,density,qpcr_ratio,rel_abun_qpcr_norm
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_112,0.00016926145127304015,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_UBA2329 (NCBI: F_Saprospiraceae),1.69689792,0.224894639,3.648237463835519e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_113,1.8076857638398306e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAGOFO01 (NCBI: P_Myxococcota),1.69689792,0.224894639,3.896260416581352e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_114,8.398513612765943e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_4572-78 (NCBI: P_Chloroflexi),1.69689792,0.224894639,1.810203786637719e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_12,1.2047757778218244e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_Casp-actino5 sp017859785 (NCBI: F_Ilumatobacteraceae),1.69689792,0.224894639,2.5967567305570182e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_13,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JAFGLY01 (NCBI: C_Deltaproteobacteria),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_14,0.00015807807110016525,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAIPFM01 (NCBI: C_Phycisphaerae),1.69689792,0.224894639,3.4071924638539074e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_15,0.00038377128077912693,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAHISY01 (NCBI: D_Bacteria),1.69689792,0.224894639,8.271752094480334e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_16,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAJFUI01 (NCBI: F_Planctomycetaceae),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_17,5.1344870826451316e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_M30B53 (NCBI: O_Pirellulales),1.69689792,0.224894639,1.1066801088848457e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_18,2.6572499172823862e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Pontiella (NCBI: O_Kiritimatiellales),1.69689792,0.224894639,5.727399018554636e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_19,0.006217110931956249,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_B137-G9 (NCBI: P_Candidatus Cloacimonetes),1.69689792,0.224894639,0.0013400273274388993
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_2,0.000856581255511056,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_Victivallaceae (NCBI: O_Victivallales),1.69689792,0.224894639,0.00018462631648677406
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_20,1.8475826467849997e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_GCF-002020875 (NCBI: C_Gammaproteobacteria),1.69689792,0.224894639,3.9822535957465424e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_21,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_CAITUV01 (NCBI: O_Myxococcales),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_22,1.6803150383448663e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JADHUC01 (NCBI: F_Pirellulaceae),1.69689792,0.224894639,3.6217273501024096e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_24,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JABMPJ01 (NCBI: D_Bacteria),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_25,2.2462285487136203e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JAAYKL01 (NCBI: C_Deltaproteobacteria),1.69689792,0.224894639,4.841489353966786e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_26,4.7146026374771597e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_QWPN01 (NCBI: G_Candidatus Kuenenia),1.69689792,0.224894639,1.0161788073881135e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_28,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_UBA8416 (NCBI: P_Lentisphaerae),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_3,3.526482699532299e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,C_UBA1439 (NCBI: D_Bacteria),1.69689792,0.224894639,7.600931105835761e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_30,4.330767027882504e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_Synechococcus_C sp004332415 (NCBI: G_Synechococcus),1.69689792,0.224894639,9.334474211010807e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_31,8.925334493212278e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JABICL01 (NCBI: C_Candidatus Peribacteria),1.69689792,0.224894639,1.9237540166705902e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_32,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_LZORAL124-64-63 (NCBI: P_Candidatus Krumholzibacteriota),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_33,0.0006195227375596975,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_GWB1-54-5 (NCBI: P_Candidatus Peregrinibacteria),1.69689792,0.224894639,0.000133531057654545
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_34,9.407615590075824e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAFGQA01 (NCBI: C_Phycisphaerae),1.69689792,0.224894639,2.0277042045275417e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_35,0.0002589246945179449,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Desulforhopalus,1.69689792,0.224894639,5.5808263709658506e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_36,3.9025827088752975e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_M50B91 (NCBI: P_Candidatus Gracilibacteria),1.69689792,0.224894639,8.411571764954679e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_37,0.00012000305713669675,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Desulfacyla (NCBI: C_Deltaproteobacteria),1.69689792,0.224894639,2.5865289794465084e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_38,8.011020302739723e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_Marivita sp017643905 (NCBI: G_Marivita),1.69689792,0.224894639,1.7266840247550878e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_39,6.010139153492186e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_UA16 (NCBI: O_Flavobacteriales),1.69689792,0.224894639,1.2954169220293877e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_4,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Roseibacillus_B (NCBI: F_Akkermansiaceae),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_40,0.004771649678342322,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Sabulitectum (NCBI: G_Candidatus Sabulitectum),1.69689792,0.224894639,0.0010284746461700646
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_41,3.4193056514340197e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAGRPD01 (NCBI: O_Verrucomicrobiales),1.69689792,0.224894639,7.369923206993691e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_42,5.7703029848663986e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_J111 (NCBI: P_Chloroflexi),1.69689792,0.224894639,1.2437229722858093e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_43,0.0002184753908954398,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JAFGTH01 (NCBI: P_Lentisphaerae),1.69689792,0.224894639,4.708987781896719e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_44,4.878109188164741e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAFGTN01 (NCBI: O_Pirellulales),1.69689792,0.224894639,1.051420778865642e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_45,2.918043550238246e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_Pontimonas sp017852615 (NCBI: F_Microbacteriaceae),1.69689792,0.224894639,6.289509939218165e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_46,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Mxb001 (NCBI: O_Candidatus Nanopelagicales),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_48,0.0002397184164375913,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_Desulfobacterales,1.69689792,0.224894639,5.166856960290299e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_49,1.2291514984193587e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Aquiluna,1.69689792,0.224894639,2.649295815164333e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_5,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_CAITUV01 (NCBI: O_Myxococcales),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_50,0.0012014579708524516,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_SZUA-421 (NCBI: D_Bacteria),1.69689792,0.224894639,0.00025896055761787454
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_51,9.033109206360866e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_SM23-33 (NCBI: F_Planctomycetaceae),1.69689792,0.224894639,1.9469836264373494e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_52,5.273649810279988e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_TMED14 (NCBI: F_Cryomorphaceae),1.69689792,0.224894639,1.1366750470534923e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_56,4.485595869572363e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Synechococcus_C (NCBI: G_Synechococcus),1.69689792,0.224894639,9.668190114122155e-09
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_57,0.00045339057059105994,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_Alkalispirochaetaceae (NCBI: F_Spirochaetaceae),1.69689792,0.224894639,9.77231645445266e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_58,0.0005935265895075261,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_RFXV01 (NCBI: C_Flavobacteriia),1.69689792,0.224894639,0.00012792788454418587
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_59,0.0008728502195368437,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_1-14-0-20-35-14 (NCBI: P_Candidatus Liptonbacteria),1.69689792,0.224894639,0.00018813290606226618
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_6,5.955172148825715e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_S36-B12 (NCBI: O_Candidatus Nanopelagicales),1.69689792,0.224894639,1.2835694113179525e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_60,6.054424450886512e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_LZORAL124-64-63 (NCBI: P_Candidatus Krumholzibacteriota),1.69689792,0.224894639,1.3049621126109369e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_61,0.0053979320093570735,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_S5133MH16 (NCBI: C_Deltaproteobacteria),1.69689792,0.224894639,0.001163462657070464
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_63,3.1618858949235213e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_Thermoguttaceae (NCBI: F_Planctomycetaceae),1.69689792,0.224894639,6.815084292066699e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_65,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JABGQJ01 (NCBI: O_Victivallales),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_68,3.812824734965856e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_UBA1407 (NCBI: P_Lentisphaerae),1.69689792,0.224894639,8.218108693102504e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_69,3.2329363778853356e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_UBA8349 (NCBI: P_Candidatus Sumerlaeota),1.69689792,0.224894639,6.968225501606938e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_7,0.00024678676888402956,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_CAIRTM01 (NCBI: C_Deltaproteobacteria),1.69689792,0.224894639,5.319207232657348e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_70,1.880475771176778e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAFGNH01 (NCBI: O_Anaerolineales),1.69689792,0.224894639,4.05315097244167e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_71,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAJRTN01 (NCBI: P_Candidatus Hydrogenedentes),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_73,0.003095688835924992,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_SpSt-1165 (NCBI: C_Anaerolineae),1.69689792,0.224894639,0.000667240408412934
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_74,4.790089316905861e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_JAIPIO01 sp021734595 (NCBI: O_Kiritimatiellales),1.69689792,0.224894639,1.0324490998759218e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_75,1.7922619249605868e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_UBA8416 (NCBI: C_Kiritimatiellae),1.69689792,0.224894639,3.8630160916555017e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_76,0.0005192660667191099,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_UBA8416 (NCBI: D_Bacteria),1.69689792,0.224894639,0.00011192187613039276
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_77,1.6919862369824033e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JAAYKL01 (NCBI: P_Proteobacteria),1.69689792,0.224894639,3.6468832871436455e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_78,0.00017942901151811103,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_UBA4473 (NCBI: P_Candidatus Gracilibacteria),1.69689792,0.224894639,3.8673876242700733e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_79,7.809694965736247e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Synechococcus_C (NCBI: G_Synechococcus),1.69689792,0.224894639,1.6832906453794984e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_80,3.909079868850764e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JAIOPI01 (NCBI: P_Lentisphaerae),1.69689792,0.224894639,8.425575651990239e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_83,0.0001620799585793124,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Prosthecochloris,1.69689792,0.224894639,3.493448582525178e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_84,0.0004946790498334208,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Desulfocicer,1.69689792,0.224894639,0.00010662242516552828
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_85,0.0007324834777899196,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Desulfobacula (NCBI: F_Desulfobacteraceae),1.69689792,0.224894639,0.00015787845638892705
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_86,0.000794985499572767,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_RZZM01 (NCBI: C_Spartobacteria),1.69689792,0.224894639,0.0001713500540692411
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_87,5.87169544417605e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_SPBW01 (NCBI: P_Candidatus Bipolaricaulota),1.69689792,0.224894639,1.265576960055723e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_88,0.0013053627580905827,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAHOYW01 (NCBI: O_Victivallales),1.69689792,0.224894639,0.00028135604900844056
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_89,2.2122197433755897e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_UBA6053 (NCBI: C_Kiritimatiellae),1.69689792,0.224894639,4.7681872542853e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_9,4.012736097987791e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_SM23-33 (NCBI: F_Planctomycetaceae),1.69689792,0.224894639,8.648994827268135e-09
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_91,0.0008222839759336627,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_AB16 (NCBI: P_Candidatus Marinimicrobia),1.69689792,0.224894639,0.00017723392918766925
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_92,2.73640654684513e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Tichowtungia (NCBI: O_Kiritimatiellales),1.69689792,0.224894639,5.898012102224768e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_93,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_HyVt-337 (NCBI: C_Phycisphaerae),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_95,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_LZORAL124-64-63 (NCBI: D_Bacteria),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_97,0.0,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_JABSQK01 (NCBI: C_Lentisphaeria),1.69689792,0.224894639,0.0
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_98,6.482941967194711e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Tichowtungia (NCBI: P_Verrucomicrobia),1.69689792,0.224894639,1.397324174093174e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day0-DO-0-env-cell-control_bin_99,4.4018647466736775e-08,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_M55B157 (NCBI: C_Actinomycetia),1.69689792,0.224894639,9.487717231991873e-09
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_13,4.090547379016977e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_GW2011-AR1 (NCBI: D_Archaea),1.69689792,0.224894639,8.816708165671328e-07
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_14,0.0018373155382256819,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_UBA6244 (NCBI: O_Bacteroidales),1.69689792,0.224894639,0.00039601240146696634
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_15,0.0009614614970637661,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_GWF2-38-69 (NCBI: C_Lentisphaeria),1.69689792,0.224894639,0.0002072320559254303
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_16,0.00017022627829754814,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Luteolibacter (NCBI: F_Akkermansiaceae),1.69689792,0.224894639,3.6690332095322334e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_18,0.0003353761212369976,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_UBA5603 (NCBI: P_Tenericutes),1.69689792,0.224894639,7.228649646864638e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_19,2.9360402207310954e-05,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_BM507 (NCBI: P_Candidatus Falkowbacteria),1.69689792,0.224894639,6.3282997091406775e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_2,0.00027899260190303836,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JAIOSF01 (NCBI: F_Arcobacteraceae),1.69689792,0.224894639,6.0133672182316496e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_20,6.060023646834068e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_SM23-39 (NCBI: O_Candidatus Anoxychlamydiales),1.69689792,0.224894639,1.3061689554135713e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_22,0.00018098830889553617,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_JABIBU01 (NCBI: P_Candidatus Magasanikbacteria),1.69689792,0.224894639,3.9009965001647166e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_23,0.0019229177058316172,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_JABMRG01 (NCBI: P_Candidatus Omnitrophica),1.69689792,0.224894639,0.0004144629720190128
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_24,6.64920624044611e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_UBA5603 (NCBI: P_Tenericutes),1.69689792,0.224894639,1.4331605412051787e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_26,6.400367316544034e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_UBA2196 (NCBI: P_Candidatus Kuenenbacteria),1.69689792,0.224894639,1.3795261502784679e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_27,8.898724440325984e-06,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_JAIPGT01 sp021735565 (NCBI: D_Bacteria),1.69689792,0.224894639,1.918018523377565e-06
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_28,0.004700546881489137,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_NaphS2 (NCBI: C_Deltaproteobacteria),1.69689792,0.224894639,0.0010131492495536296
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_29,0.0003796065359252635,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,F_B18-G4 (NCBI: O_Bacteroidales),1.69689792,0.224894639,8.181985770908695e-05
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_3,0.0038130413404713613,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,S_M55B182 sp021736525 (NCBI: C_Spirochaetia),1.69689792,0.224894639,0.0008218575561556077
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_31,0.006811329847419661,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Thiomicrorhabdus,1.69689792,0.224894639,0.0014681044349438037
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_32,1.9997042706317576e-07,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,G_Inordinaticella (NCBI: G_Haloplasma),1.69689792,0.224894639,4.3101343996763104e-08
DAY7_DO_0_13C_CELL_ENRICHED_8,day7-DO-0-12C-cell-enriched_bin_33,0.0012061627198889583,13C,DAY7,DAY7_DO_0_13C_CELL_ENRICHED,8,O_UBA8416 (NCBI: D_Bacteria),1.69689792,0.224894639,0.0002599746125939978
